"","Player","GP","G","A","P.2","whkye","season","year","type","age","P","league","GP_m1","G_m1","A_m1","P_m1","whkye_m1","league_m1"
"1","Alyssa Gagliardi","15","1","5","6",0.2,"2018-19",2018,"whkye",26,"D","nwhl",NA,NA,NA,NA,NA,NA
"2","Alyssa Gagliardi","16","2","6","8",0.22,"2017-18",2017,"whkye",25,"D","nwhl",15,1,5,6,0.2,"2018-19"
"3","Alyssa Gagliardi","17","0","5","5",0.13,"2016-17",2016,"whkye",24,"D","nwhl",16,2,6,8,0.22,"2017-18"
"4","Alyssa Gagliardi","17","0","6","6",0.14,"2015-16",2015,"whkye",23,"D","nwhl",17,0,5,5,0.13,"2016-17"
"5","Alyssa Gagliardi","21","2","2","4",0.08,"2014-15",2014,"whkye",22,"D","other",17,0,6,6,0.14,"2015-16"
"6","Alyssa Gagliardi","34","9","20","29",0.43741584715,"2013-14",2013,"whkye",21,"D","other",21,2,2,4,0.08,"2014-15"
"7","Alyssa Gagliardi","34","5","13","18",0.29300829838,"2012-13",2012,"whkye",20,"D","other",34,9,20,29,0.43741584715,"2013-14"
"8","Alyssa Gagliardi","35","5","16","21",0.3828263298,"2011-12",2011,"whkye",19,"D","other",34,5,13,18,0.29300829838,"2012-13"
"9","Alyssa Gagliardi","35","1","18","19",0.22250430756,"2010-11",2010,"whkye",18,"D","other",35,5,16,21,0.3828263298,"2011-12"
"10","Amanda Pelkey","16","5","7","12",0.38,"2018-19",2018,"whkye",25,"F","nwhl",NA,NA,NA,NA,NA,NA
"11","Amanda Pelkey","17","2","5","7",0.18,"2016-17",2016,"whkye",23,"F","nwhl",16,5,7,12,0.38,"2018-19"
"12","Amanda Pelkey","16","7","3","10",0.25,"2015-16",2015,"whkye",22,"F","nwhl",17,2,5,7,0.18,"2016-17"
"13","Amanda Pelkey","34","14","17","31",0.43,"2014-15",2014,"whkye",21,"F","other",16,7,3,10,0.25,"2015-16"
"14","Amanda Pelkey","36","21","19","40",0.57121363569,"2013-14",2013,"whkye",20,"F","other",34,14,17,31,0.43,"2014-15"
"15","Amanda Pelkey","25","9","11","20",0.4422766768,"2012-13",2012,"whkye",19,"F","other",36,21,19,40,0.57121363569,"2013-14"
"16","Amanda Pelkey","32","5","9","14",0.28073930852,"2011-12",2011,"whkye",18,"F","other",25,9,11,20,0.4422766768,"2012-13"
"17","Amanda Pelkey","27","16","13","29",0.16760748249,"2010-11",2010,"whkye",17,"F","other",32,5,9,14,0.28073930852,"2011-12"
"18","Blake Bolden","16","1","12","13",0.41,"2018-19",2018,"whkye",27,"D","nwhl",NA,NA,NA,NA,NA,NA
"19","Blake Bolden","20","16","11","27",0.25,"2017-18",2017,"whkye",26,"D","other",16,1,12,13,0.41,"2018-19"
"20","Blake Bolden","17","1","5","6",0.16,"2016-17",2016,"whkye",25,"D","nwhl",20,16,11,27,0.25,"2017-18"
"21","Blake Bolden","18","1","8","9",0.2,"2015-16",2015,"whkye",24,"D","nwhl",17,1,5,6,0.16,"2016-17"
"22","Blake Bolden","22","3","10","13",0.26,"2014-15",2014,"whkye",23,"D","other",18,1,8,9,0.2,"2015-16"
"23","Blake Bolden","23","5","14","19",0.39325982079,"2013-14",2013,"whkye",22,"D","other",22,3,10,13,0.26,"2014-15"
"24","Blake Bolden","37","6","23","29",0.43121975988,"2012-13",2012,"whkye",21,"D","other",23,5,14,19,0.39325982079,"2013-14"
"25","Blake Bolden","37","8","13","21",0.36368501331,"2011-12",2011,"whkye",20,"D","other",37,6,23,29,0.43121975988,"2012-13"
"26","Blake Bolden","36","8","11","19",0.21838385742,"2010-11",2010,"whkye",19,"D","other",37,8,13,21,0.36368501331,"2011-12"
"27","Blake Bolden","29","4","9","13",0.2056230045,"2009-10",2009,"whkye",18,"D","other",36,8,11,19,0.21838385742,"2010-11"
"28","Brianna Decker","23","12","14","26",0.65,"2018-19",2018,"whkye",27,"F","other",NA,NA,NA,NA,NA,NA
"29","Brianna Decker","17","14","17","31",0.81,"2016-17",2016,"whkye",25,"F","nwhl",23,12,14,26,0.65,"2018-19"
"30","Brianna Decker","16","14","15","29",0.71,"2015-16",2015,"whkye",24,"F","nwhl",17,14,17,31,0.81,"2016-17"
"31","Brianna Decker","12","16","16","32",1.18,"2014-15",2014,"whkye",23,"F","other",16,14,15,29,0.71,"2015-16"
"32","Brianna Decker","35","29","26","55",0.86796797822,"2012-13",2012,"whkye",21,"F","other",12,16,16,32,1.18,"2014-15"
"33","Brianna Decker","40","37","45","82",1.30798996015,"2011-12",2011,"whkye",20,"F","other",35,29,26,55,0.86796797822,"2012-13"
"34","Brianna Decker","41","34","46","80",0.8034877773,"2010-11",2010,"whkye",19,"F","other",40,37,45,82,1.30798996015,"2011-12"
"35","Brianna Decker","27","15","12","27",0.45694001,"2009-10",2009,"whkye",18,"F","other",41,34,46,80,0.8034877773,"2010-11"
"36","Casey Pickett","3","1","1","2",0.4,"2016-17",2016,"whkye",29,"F","other",NA,NA,NA,NA,NA,NA
"37","Casey Pickett","7","0","0","0",0,"2015-16",2015,"whkye",28,"F","nwhl",3,1,1,2,0.4,"2016-17"
"38","Casey Pickett","21","6","2","8",0.17,"2014-15",2014,"whkye",27,"F","other",7,0,0,0,0,"2015-16"
"39","Casey Pickett","22","9","6","15",0.32218876884,"2013-14",2013,"whkye",26,"F","other",21,6,2,8,0.17,"2014-15"
"40","Casey Pickett","36","21","26","47",0.72422805826,"2012-13",2012,"whkye",25,"F","other",22,9,6,15,0.32218876884,"2013-14"
"41","Casey Pickett","33","18","23","41",0.79117441492,"2011-12",2011,"whkye",24,"F","other",36,21,26,47,0.72422805826,"2012-13"
"42","Casey Pickett","37","10","10","20",0.22250430756,"2010-11",2010,"whkye",23,"F","other",33,18,23,41,0.79117441492,"2011-12"
"43","Casey Pickett","33","10","7","17",0.2376088052,"2009-10",2009,"whkye",22,"F","other",37,10,10,20,0.22250430756,"2010-11"
"44","Cherie Hendrickson","3","0","0","0",0,"2015-16",2015,"whkye",29,"D","nwhl",NA,NA,NA,NA,NA,NA
"45","Cherie Hendrickson","12","5","9","14",0.19232874531,"2013-14",2013,"whkye",27,"D","other",3,0,0,0,0,"2015-16"
"46","Cherie Hendrickson","20","2","5","7",0.1543162684,"2012-13",2012,"whkye",26,"D","other",12,5,9,14,0.19232874531,"2013-14"
"47","Cherie Hendrickson","21","0","1","1",0.02206009035,"2011-12",2011,"whkye",25,"D","other",20,2,5,7,0.1543162684,"2012-13"
"48","Cherie Hendrickson","23","0","0","0",0,"2010-11",2010,"whkye",24,"D","other",21,0,1,1,0.02206009035,"2011-12"
"49","Corinne Buie","16","3","4","7",0.22,"2018-19",2018,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"50","Corinne Buie","15","4","6","10",0.3,"2017-18",2017,"whkye",25,"F","nwhl",16,3,4,7,0.22,"2018-19"
"51","Corinne Buie","17","9","3","12",0.32,"2016-17",2016,"whkye",24,"F","nwhl",15,4,6,10,0.3,"2017-18"
"52","Corinne Buie","18","3","4","7",0.15,"2015-16",2015,"whkye",23,"F","nwhl",17,9,3,12,0.32,"2016-17"
"53","Corinne Buie","20","5","4","9",0.2,"2014-15",2014,"whkye",22,"F","other",18,3,4,7,0.15,"2015-16"
"54","Corinne Buie","21","7","17","24",0.58665184206,"2013-14",2013,"whkye",21,"F","other",20,5,4,9,0.2,"2014-15"
"55","Corinne Buie","35","15","11","26",0.40910592604,"2012-13",2012,"whkye",20,"F","other",21,7,17,24,0.58665184206,"2013-14"
"56","Corinne Buie","37","11","15","26",0.4466307181,"2011-12",2011,"whkye",19,"F","other",35,15,11,26,0.40910592604,"2012-13"
"57","Corinne Buie","35","11","13","24",0.28431105966,"2010-11",2010,"whkye",18,"F","other",37,11,15,26,0.4466307181,"2011-12"
"58","Denna Laing","1","0","0","0",0,"2017-18",2017,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"59","Denna Laing","2","0","0","0",0,"2015-16",2015,"whkye",24,"F","nwhl",1,0,0,0,0,"2017-18"
"60","Denna Laing","18","1","1","2",0.05,"2014-15",2014,"whkye",23,"F","other",2,0,0,0,0,"2015-16"
"61","Denna Laing","31","13","14","27",0.44770798473,"2013-14",2013,"whkye",22,"F","other",18,1,1,2,0.05,"2014-15"
"62","Denna Laing","27","3","7","10",0.20455296302,"2012-13",2012,"whkye",21,"F","other",31,13,14,27,0.44770798473,"2013-14"
"63","Denna Laing","31","11","11","22",0.45301115693,"2011-12",2011,"whkye",20,"F","other",27,3,7,10,0.20455296302,"2012-13"
"64","Denna Laing","31","8","10","18",0.23898610812,"2010-11",2010,"whkye",19,"F","other",31,11,11,22,0.45301115693,"2011-12"
"65","Emily Field","15","2","3","5",0.17,"2018-19",2018,"whkye",25,"F","nwhl",NA,NA,NA,NA,NA,NA
"66","Emily Field","16","5","7","12",0.34,"2017-18",2017,"whkye",24,"F","nwhl",15,2,3,5,0.17,"2018-19"
"67","Emily Field","15","3","3","6",0.18,"2016-17",2016,"whkye",23,"F","nwhl",16,5,7,12,0.34,"2017-18"
"68","Emily Field","18","4","3","7",0.15,"2015-16",2015,"whkye",22,"F","nwhl",15,3,3,6,0.18,"2016-17"
"69","Emily Field","38","9","20","29",0.36,"2014-15",2014,"whkye",21,"F","other",18,4,3,7,0.15,"2015-16"
"70","Emily Field","37","14","18","32",0.44256191594,"2013-14",2013,"whkye",20,"F","other",38,9,20,29,0.36,"2014-15"
"71","Emily Field","37","16","29","45",0.67447193212,"2012-13",2012,"whkye",19,"F","other",37,14,18,32,0.44256191594,"2013-14"
"72","Emily Field","37","13","19","32",0.54871773938,"2011-12",2011,"whkye",18,"F","other",37,16,29,45,0.67447193212,"2012-13"
"73","Gigi Marvin","15","10","6","16",0.55,"2018-19",2018,"whkye",31,"D","nwhl",NA,NA,NA,NA,NA,NA
"74","Gigi Marvin","16","4","10","14",0.39,"2016-17",2016,"whkye",29,"D","nwhl",15,10,6,16,0.55,"2018-19"
"75","Gigi Marvin","16","5","9","14",0.34,"2015-16",2015,"whkye",28,"D","nwhl",16,4,10,14,0.39,"2016-17"
"76","Gigi Marvin","15","2","3","5",0.14549819592,"2012-13",2012,"whkye",25,"D","other",16,5,9,14,0.34,"2015-16"
"77","Gigi Marvin","27","11","21","32",0.52503015033,"2011-12",2011,"whkye",24,"D","other",15,2,3,5,0.14549819592,"2012-13"
"78","Hayley Moore","26","9","5","14",0.2611330704,"2010-11",2010,"whkye",NA,"F","other",NA,NA,NA,NA,NA,NA
"79","Hayley Moore","2","0","0","0",0,"2015-16",2015,"whkye",NA,"F","nwhl",26,9,5,14,0.2611330704,"2010-11"
"80","Hilary Knight","23","8","9","17",0.43,"2018-19",2018,"whkye",29,"F","other",NA,NA,NA,NA,NA,NA
"81","Hilary Knight","1","0","0","0",0,"2017-18",2017,"whkye",28,"F","other",23,8,9,17,0.43,"2018-19"
"82","Hilary Knight","10","8","7","15",0.67,"2016-17",2016,"whkye",27,"F","nwhl",1,0,0,0,0,"2017-18"
"83","Hilary Knight","17","15","18","33",0.76,"2015-16",2015,"whkye",26,"F","nwhl",10,8,7,15,0.67,"2016-17"
"84","Hilary Knight","13","8","14","22",0.75,"2014-15",2014,"whkye",25,"F","other",17,15,18,33,0.76,"2015-16"
"85","Hilary Knight","4","4","4","8",0.947614026,"2013-14",2013,"whkye",24,"F","other",13,8,14,22,0.75,"2014-15"
"86","Hilary Knight","24","17","15","32",0.58640181992,"2012-13",2012,"whkye",23,"F","other",4,4,4,8,0.947614026,"2013-14"
"87","Hilary Knight","40","31","29","60",0.9570658245,"2011-12",2011,"whkye",22,"F","other",24,17,15,32,0.58640181992,"2012-13"
"88","Hilary Knight","41","47","34","81",0.81584912772,"2010-11",2010,"whkye",21,"F","other",40,31,29,60,0.9570658245,"2011-12"
"89","Jillian Dempsey","16","10","4","14",0.45,"2018-19",2018,"whkye",27,"F","nwhl",NA,NA,NA,NA,NA,NA
"90","Jillian Dempsey","16","7","8","15",0.42,"2017-18",2017,"whkye",26,"F","nwhl",16,10,4,14,0.45,"2018-19"
"91","Jillian Dempsey","17","5","10","15",0.39,"2016-17",2016,"whkye",25,"F","nwhl",16,7,8,15,0.42,"2017-18"
"92","Jillian Dempsey","18","7","7","14",0.3,"2015-16",2015,"whkye",24,"F","nwhl",17,5,10,15,0.39,"2016-17"
"93","Jillian Dempsey","22","9","10","19",0.38,"2014-15",2014,"whkye",23,"F","other",18,7,7,14,0.3,"2015-16"
"94","Jillian Dempsey","24","14","14","28",0.55435420521,"2013-14",2013,"whkye",22,"F","other",22,9,10,19,0.38,"2014-15"
"95","Jillian Dempsey","34","24","21","45",0.72975651672,"2012-13",2012,"whkye",21,"F","other",24,14,14,28,0.55435420521,"2013-14"
"96","Jillian Dempsey","30","27","21","48",1.0208702128,"2011-12",2011,"whkye",20,"F","other",34,24,21,45,0.72975651672,"2012-13"
"97","Jillian Dempsey","32","14","14","28",0.36259961232,"2010-11",2010,"whkye",19,"F","other",30,27,21,48,1.0208702128,"2011-12"
"98","Jillian Dempsey","33","11","16","27",0.3746908082,"2009-10",2009,"whkye",18,"F","other",32,14,14,28,0.36259961232,"2010-11"
"99","Jordan Smelker","16","0","5","5",0.16,"2018-19",2018,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"100","Jordan Smelker","14","3","2","5",0.16,"2017-18",2017,"whkye",25,"F","nwhl",16,0,5,5,0.16,"2018-19"
"101","Jordan Smelker","15","3","5","8",0.24,"2016-17",2016,"whkye",24,"F","nwhl",14,3,2,5,0.16,"2017-18"
"102","Jordan Smelker","17","9","10","19",0.44,"2015-16",2015,"whkye",23,"F","nwhl",15,3,5,8,0.24,"2016-17"
"103","Jordan Smelker","22","8","7","15",0.3,"2014-15",2014,"whkye",22,"F","other",17,9,10,19,0.44,"2015-16"
"104","Jordan Smelker","31","5","14","19",0.31391019619,"2013-14",2013,"whkye",21,"F","other",22,8,7,15,0.3,"2014-15"
"105","Jordan Smelker","36","9","12","21",0.32065059068,"2012-13",2012,"whkye",20,"F","other",31,5,14,19,0.31391019619,"2013-14"
"106","Jordan Smelker","34","10","16","26",0.48491335108,"2011-12",2011,"whkye",19,"F","other",36,9,12,21,0.32065059068,"2012-13"
"107","Jordan Smelker","35","10","10","20",0.23486565798,"2010-11",2010,"whkye",18,"F","other",34,10,16,26,0.48491335108,"2011-12"
"108","Kacey Bellamy","27","6","15","21",0.45,"2018-19",2018,"whkye",31,"D","other",NA,NA,NA,NA,NA,NA
"109","Kacey Bellamy","17","3","6","9",0.24,"2016-17",2016,"whkye",29,"D","nwhl",27,6,15,21,0.45,"2018-19"
"110","Kacey Bellamy","13","2","12","14",0.42,"2015-16",2015,"whkye",28,"D","nwhl",17,3,6,9,0.24,"2016-17"
"111","Kacey Bellamy","18","2","9","11",0.27,"2014-15",2014,"whkye",27,"D","other",13,2,12,14,0.42,"2015-16"
"112","Kacey Bellamy","2","0","0","0",0,"2013-14",2013,"whkye",26,"D","other",18,2,9,11,0.27,"2014-15"
"113","Kacey Bellamy","24","1","8","9",0.16754337712,"2012-13",2012,"whkye",25,"D","other",2,0,0,0,0,"2013-14"
"114","Kacey Bellamy","22","5","7","12",0.24266099385,"2011-12",2011,"whkye",24,"D","other",24,1,8,9,0.16754337712,"2012-13"
"115","Kacey Bellamy","25","2","13","15",0.290147856,"2010-11",2010,"whkye",23,"D","other",22,5,7,12,0.24266099385,"2011-12"
"116","Kelly Cooke","18","2","2","4",0.09,"2015-16",2015,"whkye",24,"F","nwhl",NA,NA,NA,NA,NA,NA
"117","Kelly Cooke","22","2","2","4",0.08,"2014-15",2014,"whkye",23,"F","other",18,2,2,4,0.09,"2015-16"
"118","Kelly Cooke","23","6","8","14",0.28902227793,"2013-14",2013,"whkye",22,"F","other",22,2,2,4,0.08,"2014-15"
"119","Kelly Cooke","29","15","12","27",0.51414663678,"2012-13",2012,"whkye",21,"F","other",23,6,8,14,0.28902227793,"2013-14"
"120","Kelly Cooke","31","4","5","9",0.18503272607,"2011-12",2011,"whkye",20,"F","other",29,15,12,27,0.51414663678,"2012-13"
"121","Kelly Cooke","31","2","2","4",0.05356585182,"2010-11",2010,"whkye",19,"F","other",31,4,5,9,0.18503272607,"2011-12"
"122","Kelly Cooke","31","5","4","9",0.1325126029,"2009-10",2009,"whkye",18,"F","other",31,2,2,4,0.05356585182,"2010-11"
"123","Marissa Gedman","12","0","0","0",0,"2017-18",2017,"whkye",25,"D","nwhl",NA,NA,NA,NA,NA,NA
"124","Marissa Gedman","3","0","0","0",0,"2016-17",2016,"whkye",24,"D","nwhl",12,0,0,0,0,"2017-18"
"125","Marissa Gedman","18","0","6","6",0.13,"2015-16",2015,"whkye",23,"D","nwhl",3,0,0,0,0,"2016-17"
"126","Marissa Gedman","36","3","10","13",0.17,"2014-15",2014,"whkye",22,"D","other",18,0,6,6,0.13,"2015-16"
"127","Marissa Gedman","34","3","15","18",0.27274164587,"2013-14",2013,"whkye",21,"D","other",36,3,10,13,0.17,"2014-15"
"128","Marissa Gedman","32","8","19","27",0.53595686172,"2011-12",2011,"whkye",19,"D","other",34,3,15,18,0.27274164587,"2013-14"
"129","Marissa Gedman","32","5","12","17",0.21838385742,"2010-11",2010,"whkye",18,"D","other",32,8,19,27,0.53595686172,"2011-12"
"130","Meagan Mangene","15","2","1","3",0.09,"2017-18",2017,"whkye",25,"F|D","nwhl",NA,NA,NA,NA,NA,NA
"131","Meagan Mangene","16","1","3","4",0.11,"2016-17",2016,"whkye",24,"F|D","nwhl",15,2,1,3,0.09,"2017-18"
"132","Meagan Mangene","7","0","1","1",0.05,"2015-16",2015,"whkye",23,"F|D","nwhl",16,1,3,4,0.11,"2016-17"
"133","Meagan Mangene","37","3","9","12",0.16467420128,"2013-14",2013,"whkye",21,"F|D","other",7,0,1,1,0.05,"2015-16"
"134","Meagan Mangene","37","2","11","13",0.1934960461,"2012-13",2012,"whkye",20,"F|D","other",37,3,9,12,0.16467420128,"2013-14"
"135","Meagan Mangene","37","2","14","16",0.27435886969,"2011-12",2011,"whkye",19,"F|D","other",37,2,11,13,0.1934960461,"2012-13"
"136","Meagan Mangene","33","1","5","6",0.07416810252,"2010-11",2010,"whkye",18,"F|D","other",37,2,14,16,0.27435886969,"2011-12"
"137","Rachel Llanes","19","6","9","15",0.46,"2018-19",2018,"whkye",27,"F","other",NA,NA,NA,NA,NA,NA
"138","Rachel Llanes","28","5","5","10",0.21,"2017-18",2017,"whkye",26,"F","other",19,6,9,15,0.46,"2018-19"
"139","Rachel Llanes","16","3","1","4",0.11,"2016-17",2016,"whkye",25,"F","nwhl",28,5,5,10,0.21,"2017-18"
"140","Rachel Llanes","17","3","4","7",0.16,"2015-16",2015,"whkye",24,"F","nwhl",16,3,1,4,0.11,"2016-17"
"141","Rachel Llanes","22","6","5","11",0.22,"2014-15",2014,"whkye",23,"F","other",17,3,4,7,0.16,"2015-16"
"142","Rachel Llanes","23","6","6","12",0.24637964676,"2013-14",2013,"whkye",22,"F","other",22,6,5,11,0.22,"2014-15"
"143","Rachel Llanes","36","14","24","38",0.58601659676,"2012-13",2012,"whkye",21,"F","other",23,6,6,12,0.24637964676,"2013-14"
"144","Rachel Llanes","33","9","11","20",0.38920676863,"2011-12",2011,"whkye",20,"F","other",36,14,24,38,0.58601659676,"2012-13"
"145","Rachel Llanes","37","12","19","31",0.34611781176,"2010-11",2010,"whkye",19,"F","other",33,9,11,20,0.38920676863,"2011-12"
"146","Rachel Llanes","33","6","7","13",0.1782066039,"2009-10",2009,"whkye",18,"F","other",37,12,19,31,0.34611781176,"2010-11"
"147","Zoe Hickel","24","7","16","23",0.55,"2018-19",2018,"whkye",26,"F","other",NA,NA,NA,NA,NA,NA
"148","Zoe Hickel","28","12","26","38",0.8,"2017-18",2017,"whkye",25,"F","other",24,7,16,23,0.55,"2018-19"
"149","Zoe Hickel","16","4","5","9",0.25,"2016-17",2016,"whkye",24,"F","nwhl",28,12,26,38,0.8,"2017-18"
"150","Zoe Hickel","15","3","4","7",0.18,"2015-16",2015,"whkye",23,"F","nwhl",16,4,5,9,0.25,"2016-17"
"151","Zoe Hickel","36","19","13","32",0.42,"2014-15",2014,"whkye",22,"F","other",15,3,4,7,0.18,"2015-16"
"152","Zoe Hickel","36","13","14","27",0.38595515925,"2013-14",2013,"whkye",21,"F","other",36,19,13,32,0.42,"2014-15"
"153","Zoe Hickel","30","10","12","22",0.40357746758,"2012-13",2012,"whkye",20,"F","other",36,13,14,27,0.38595515925,"2013-14"
"154","Zoe Hickel","36","4","8","12",0.21055448139,"2011-12",2011,"whkye",19,"F","other",30,10,12,22,0.40357746758,"2012-13"
"155","Zoe Hickel","27","16","9","25",0.14567753151,"2010-11",2010,"whkye",18,"F","other",36,4,8,12,0.21055448139,"2011-12"
"156","Devon Skeats","28","4","2","6",0.12,"2017-18",2017,"whkye",26,"F","other",NA,NA,NA,NA,NA,NA
"157","Devon Skeats","16","4","2","6",0.17,"2016-17",2016,"whkye",25,"F","nwhl",28,4,2,6,0.12,"2017-18"
"158","Devon Skeats","15","9","5","14",0.36,"2015-16",2015,"whkye",24,"F","nwhl",16,4,2,6,0.17,"2016-17"
"159","Devon Skeats","19","17","5","22",0.14,"2014-15",2014,"whkye",23,"F","other",15,9,5,14,0.36,"2015-16"
"160","Devon Skeats","21","12","9","21",0.417487952,"2013-14",2013,"whkye",22,"F","other",19,17,5,22,0.14,"2014-15"
"161","Erin Zach","19","0","2","2",0.07,"2016-17",2016,"whkye",24,"F","other",NA,NA,NA,NA,NA,NA
"162","Erin Zach","14","1","4","5",0.14,"2015-16",2015,"whkye",23,"F","nwhl",19,0,2,2,0.07,"2016-17"
"163","Erin Zach","36","8","17","25",0.35507874651,"2013-14",2013,"whkye",21,"F","other",14,1,4,5,0.14,"2015-16"
"164","Erin Zach","33","4","13","17",0.28747983992,"2012-13",2012,"whkye",20,"F","other",36,8,17,25,0.35507874651,"2013-14"
"165","Erin Zach","33","14","21","35",0.2216065945,"2009-10",2009,"whkye",17,"F","other",33,4,13,17,0.28747983992,"2012-13"
"166","Hannah McGowan","12","12","4","16",0.13,"2016-17",2016,"whkye",24,"F","other",NA,NA,NA,NA,NA,NA
"167","Hannah McGowan","18","1","2","3",0.07,"2015-16",2015,"whkye",23,"F","nwhl",12,12,4,16,0.13,"2016-17"
"168","Harrison Browne","16","3","6","9",0.25,"2017-18",2017,"whkye",24,"F","nwhl",NA,NA,NA,NA,NA,NA
"169","Harrison Browne","17","2","4","6",0.16,"2016-17",2016,"whkye",23,"F","nwhl",16,3,6,9,0.25,"2017-18"
"170","Harrison Browne","18","5","7","12",0.26,"2015-16",2015,"whkye",22,"F","nwhl",17,2,4,6,0.16,"2016-17"
"171","Harrison Browne","33","7","10","17",0.24,"2014-15",2014,"whkye",21,"F","other",18,5,7,12,0.26,"2015-16"
"172","Harrison Browne","30","3","7","10",0.16982027007,"2013-14",2013,"whkye",20,"F","other",33,7,10,17,0.24,"2014-15"
"173","Harrison Browne","33","2","4","6",0.09951225228,"2012-13",2012,"whkye",19,"F","other",30,3,7,10,0.16982027007,"2013-14"
"174","Harrison Browne","34","3","2","5",0.09570658245,"2011-12",2011,"whkye",18,"F","other",33,2,4,6,0.09951225228,"2012-13"
"175","Harrison Browne","31","14","16","30",0.18130677594,"2010-11",2010,"whkye",17,"F","other",34,3,2,5,0.09570658245,"2011-12"
"176","Harrison Browne","28","9","9","18",0.133800208,"2009-10",2009,"whkye",16,"F","other",31,14,16,30,0.18130677594,"2010-11"
"177","Hayley Williams","35","10","9","19",0.11,"2018-19",2018,"whkye",28,"F","other",NA,NA,NA,NA,NA,NA
"178","Hayley Williams","28","4","10","14",0.3,"2017-18",2017,"whkye",27,"F","other",35,10,9,19,0.11,"2018-19"
"179","Hayley Williams","14","0","0","0",0,"2016-17",2016,"whkye",26,"F","other",28,4,10,14,0.3,"2017-18"
"180","Hayley Williams","17","1","4","5",0.11,"2015-16",2015,"whkye",25,"F","nwhl",14,0,0,0,0,"2016-17"
"181","Hayley Williams","26","0","4","4",0.01,"2014-15",2014,"whkye",24,"F","other",17,1,4,5,0.11,"2015-16"
"182","Hayley Williams","16","0","0","0",0,"2009-10",2009,"whkye",19,"F","other",26,0,4,4,0.01,"2014-15"
"183","Jessica Fickel","18","6","10","16",0.34,"2014-15",2014,"whkye",NA,"F","other",NA,NA,NA,NA,NA,NA
"184","Jessica Fickel","14","0","2","2",0.05,"2015-16",2015,"whkye",NA,"F","nwhl",18,6,10,16,0.34,"2014-15"
"185","Kelley Steadman","8","5","5","10",0.56,"2016-17",2016,"whkye",26,"F","nwhl",NA,NA,NA,NA,NA,NA
"186","Kelley Steadman","10","13","7","20",0.78,"2015-16",2015,"whkye",25,"F","nwhl",8,5,5,10,0.56,"2016-17"
"187","Kelley Steadman","16","23","15","38",0.39123283234,"2013-14",2013,"whkye",23,"F","other",10,13,7,20,0.78,"2015-16"
"188","Kelley Steadman","24","8","6","14",0.25572410192,"2012-13",2012,"whkye",22,"F","other",16,23,15,38,0.39123283234,"2013-14"
"189","Kelley Steadman","34","33","20","53",0.99534845748,"2011-12",2011,"whkye",21,"F","other",24,8,6,14,0.25572410192,"2012-13"
"190","Kelley Steadman","33","17","12","29",0.36259961232,"2010-11",2010,"whkye",20,"F","other",34,33,20,53,0.99534845748,"2011-12"
"191","Kelley Steadman","36","15","13","28",0.3564132078,"2009-10",2009,"whkye",19,"F","other",33,17,12,29,0.36259961232,"2010-11"
"192","Kelly McDonald","34","2","7","9",0.0543563345,"2009-10",2009,"whkye",NA,"D","other",NA,NA,NA,NA,NA,NA
"193","Kelly McDonald","34","0","3","3",0.03708405126,"2010-11",2010,"whkye",NA,"D","other",34,2,7,9,0.0543563345,"2009-10"
"194","Kelly McDonald","34","3","3","6",0.11484789894,"2011-12",2011,"whkye",NA,"D","other",34,0,3,3,0.03708405126,"2010-11"
"195","Kelly McDonald","33","1","7","8",0.13268300304,"2012-13",2012,"whkye",NA,"D","other",34,3,3,6,0.11484789894,"2011-12"
"196","Kelly McDonald","29","4","8","12",0.21098882039,"2013-14",2013,"whkye",NA,"D","other",33,1,7,8,0.13268300304,"2012-13"
"197","Kelly McDonald","17","0","9","9",0.21,"2015-16",2015,"whkye",NA,"D","nwhl",29,4,8,12,0.21098882039,"2013-14"
"198","Kourtney Kunichika","15","4","10","14",0.42,"2017-18",2017,"whkye",25,"F","nwhl",NA,NA,NA,NA,NA,NA
"199","Kourtney Kunichika","17","2","9","11",0.29,"2016-17",2016,"whkye",24,"F","nwhl",15,4,10,14,0.42,"2017-18"
"200","Kourtney Kunichika","18","9","8","17",0.37,"2015-16",2015,"whkye",23,"F","nwhl",17,2,9,11,0.29,"2016-17"
"201","Kourtney Kunichika","37","10","14","24",0.33449447135,"2013-14",2013,"whkye",21,"F","other",18,9,8,17,0.37,"2015-16"
"202","Kourtney Kunichika","33","9","15","24",0.40357746758,"2012-13",2012,"whkye",20,"F","other",37,10,14,24,0.33449447135,"2013-14"
"203","Lindsay Grigg","28","0","5","5",0.11,"2017-18",2017,"whkye",24,"D","other",NA,NA,NA,NA,NA,NA
"204","Lindsay Grigg","33","8","10","18",0.21,"2016-17",2016,"whkye",23,"D","other",28,0,5,5,0.11,"2017-18"
"205","Lindsay Grigg","15","0","2","2",0.05,"2015-16",2015,"whkye",22,"D","nwhl",33,8,10,18,0.21,"2016-17"
"206","Lindsay Grigg","39","7","11","18",0.22,"2014-15",2014,"whkye",21,"D","other",15,0,2,2,0.05,"2015-16"
"207","Lindsay Grigg","38","3","18","21",0.28303378345,"2013-14",2013,"whkye",20,"D","other",39,7,11,18,0.22,"2014-15"
